index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily
296,moisturizers,REN CLEAN SKINCARE,Moroccan Rose Otto Ultra-Moisture Body Oil,['68'],"-Ceramides from Carthame Oil, Phospholipids from Soybean, Essential Fatty Acids from Sabuckthorn Berry Oil, and Argan Oil: Help to restore softness, elasticity, and comfort.
-Tocotrienols from Cranberry Seed Oil: Protect the skin against oxidative damage and premature aging.

Caprylic/Capric Triglyceride, Oryza Sativa (Rice) Germ Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Macademia Ternifolia Seed Oil, Rosa Canina Fruit Oil, Argania Spinosa Kernel Oil, Parfum* (Fragrance), Rosa Damascena Flower Oil, Cymbopogon Martini Oil, Pelargonium Graveolens Flower Oil, Geraniol, Linalool, Citronellol, Benzyl Benzoate, Eugenol, Citral, Isoeugenol, Farnesol, Benzyl Cinnamate, Limonene, Glycine Soja (Soybean) Lipid, Oryzanol, Vaccinium Macrocarpon (Cranberry) Seed Oil, Hippophae Rhamnoides Fruit Extract, Safflower Glyceride/ Palm Oil Aminopropanediol Esters, Tocopherol.
*100% Natural fragrance.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,0
297,moisturizers,ACQUA DI PARMA,Colonia Hand Cream,['56'],"Since the creation of the iconic Colonia fragrance in 1916, Acqua di Parma has symbolized the best of the Italian lifestyle: a passion for beauty, an eye for detail, and the contemporary interpretation of luxury. Today, all Acqua di Parma products continue to be exclusively hand made in Italy by skilled master craftsmen.",0,0,0,0
298,moisturizers,SEED PHYTONUTRIENTS,Hair and Body Castor Oil,['28'],"-Castor Oil: Promotes hair growth and conditions scalp.
-Argan Oil: Concentrated source of vitamin E to promote healthy hair and skin.
-Organic Sunflower Seed Oil: Provides hydration and shine.

Formula Ingredients: Diheptyl Succinate (Castor), Coconut Alkanes, Capryloyl Glycerin/Sebacic Acid Copolymer (Castor/Coconut), Coco-Caprylate/Caprate (Coconut), Argania Spinosa Kernal Oil, Helianthus Annuus (Sunflower) Seed Oil, Camelina Sativa (Camelina) Seed Oil, Olea Europaea (Olive) Fruit Oil, Fragrance (All Natural).

Fragrance Ingredients: Cananga Odorata (Ylang Ylang) Flower Oil, Citrus Aurantium Amara (Petitgrain) Leaf Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus, Limon (Lemon) Peel Oil, Cupressus Sempervirens (Cypress) Oil, Dodecanal, Eucalyptus Globulus (Eucalyptus), Eugenia Caryophyllus (Clove) Leaf Oil, Ferula Galbaniflua (Galbanum) Oil, Gamma-Decalactone, Heliotropin, Juniperus Mexicana (Cedar) Oil, Lavandula Hybrida (Lavandin)Oil, , Linalyl Acetate, Maltol, Octanal, Pogostemon Cablin (Patchouli) Oil, Rose Ketone, Sinensal, Terpineol Alpha, Triethyl Citrate, Thuja Occidentalis (Cedarleaf) Oil, Amyl Cinnamic Aldehyde, Benzyl Acetate, Geraniol, Hexenol, Hexenyl Acetate cis 3, Hexyl Acetate, Isoamyl Acetate, Linalool.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,0
299,moisturizers,ELLIS BROOKLYN,Verb Excellent Body Milk,['55'],"Ellis Brooklyn was created by Bee Shapiro, a chic Williamsburg mom who happens to be a beauty columnist for The New York Times. The fragrance and body care line features sophisticated, multilayered scents crafted with care in small batches. Products are phthalate-free, paraben-free, cruelty-free, eco-friendly, and utterly luxurious.",0,0,0,0
300,moisturizers,PRIMA,Skin Therapy 250mg CBD Ultra-Rich Body Butter,['38'],"-250 mg Broad-Spectrum Hemp CBD: Helps calm and soothe while helping to support the skin barrier and combat environmental stressors.
-Shea Butter: Nurturing vitamins, essential fatty acids, and antioxidants help lock in hydration for luxuriously moisturized skin.
-Jojoba: Rich in antioxidants and nutrients (like vitamin E, vitamin-B complex, copper, and zinc) to balance, replenish, and leave skin feeling healthy and soothed.

Water (Aqua), Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Cannabis Sativa (Hemp) Seed Oil, Cetyl Alcohol, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Stearate, Potassium Cetyl Phosphate, Theobroma Cacao (Cocoa) Seed Butter, Sorbitan Olivate, Xanthan Gum, Cannabis Sativa (Hemp) Flower/Leaf/Stem Extract, Potassium Stearate, Glyceryl Distearate, Stearic Acid, Helianthus Annuus (Sunflower) Seed Oil, Monoglycerides, Phytosterols, Cananga Odorata (Ylang Ylang) Flower Oil, Eugenia Caryophyllus (Clove) Bud Oil, Litsea Cubeba Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Apium Graveolens (Celery) Seed Oil, Pogostemon Cablin (Patchouli) Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Thuja Occidentalis (Cedarleaf) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Virdis (Spearmint) Leaf Oil, Cinnamomum Cassia Leaf Oil, Squalene, Pelargonium Graveolens (Geranium) Oil, Illicium Verum (Star Anise) Oil, Juniperus Virginiana (Cedar) Wood Oil, Lavandula Hybrida (Lavandin) Oil, Phenethyl Alcohol, Caprylhydroxamic Acid, Sodium Hydroxide, Sodium Dehydroacetate, Tocopherol (Non-GMO).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD. No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",0,0,0,1
301,moisturizers,RMS BEAUTY,Beauty Body Oil,['64'],"-Jojoba Oil: Rich in antioxidants, this oil quickly absorbs into the skin to nurture and hydrate.
-Coconut Oil: An excellent moisturizer that helps soften and soothe the skin.
-Buriti Oil: Rich with vitamins that offer super-potent antioxidant protection.

*Simmondsia Chinensis (Jojoba) Seed Oil, Cocos Nucifera (Coconut) Oil, Calophyllum Inophyllum (Tamanu) Seed Oil, **Mauritia Flexuosa (Buriti) Fruit Oil, Tocopherol (non-GMO), Citrus Paradisi (Grapefruit) Peel Oil, Vanilla Planifolia (Vanilla) Fruit Extract, Calendula Officinalis (Marigold) Flower Extract, Hypericum Perforatum (St. John’s Wart) Flower Extract, Equisetum Arvense (Horsetail) Leaf Extract, Hemidesmus Indicus (Country Sarsaparilla) Root Powder, Curcuma Longa (Turmeric) Root Extract, Withania Somnifera (Ashwagandha) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Olea Europaea (Olive) Leaf Extract, Jasminum Grandiflorum (Jasmine) Flower Extract, Anthemis Nobilis (Chamomile) Flower Oil, Salvia Sclarea (Clary Sage) Oil, †Limonene.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1
302,moisturizers,SEPHORA COLLECTION,Pumpkin Hand Balm,['5'],"-Pumpkin Extract of Natural Origin: Saturated in vitamins and minerals, pumpkin is a perfect cure for dry skin.

Aqua (Water), Glycerin, Isononyl Isononanoate, Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)), Hydrogenated Coconut Oil, Paraffin, Oryza Sativa (Rice) Starch, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol, Cucurbita Pepo (Pumpkin) Seed Oil, Polysorbate 20, Phenoxyethanol, Hydroxyacetophenone, Parfum (Fragrance), PEG-20 Glyceryl Laurate, Xanthan Gum, Polysorbate 60, Sorbitan Isostearate, Citric Acid, Sodium Hydroxide, Linoleic Acid, Tocopherol, Sodium Hyaluronate, Sodium Carrageenan, Retinyl Palmitate, Coumarin, CI 15985 (Yellow 6), Sea Salt, Caprylic/Capric Triglyceride, Diethylhexyl Syringylidenemalonate, CI 19140 (Yellow 5).",0,0,0,0
303,moisturizers,INC.REDIBLE,You Glow Girl Body Blur,['15'],"Water, Mica, Glycerin, Butylene Glycol, Lithium Magnesium Sodium Silicate, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Synthetic Fluorphlogopite, Methyl Gluceth-20, Biosaccharide Gum-1, Pentaerythrityl Tetraisostearate, Xanthan Gum, Saccharide Isomerate, Sodium Hydroxide, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Tin Oxide, Citric Acid, Sodium Citrate, Stearalkonium Hectorite, Propylene Carbonate, Palmitoyl Tripeptide-1. (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Black Iron Oxide (Ci 77499).",0,0,0,0
304,moisturizers,TOCCA,Crema da Mano - Hand Cream Giulietta,['10'],"TOCCA celebrates the art of indulgence. Inspired by old world romance and charm.
TOCCA started as a group of friends on holiday, with every day an experience of both simple and exquisite pleasures.
Sun-filled mornings spent wandering through markets, discovering hand crafted treasures. Warm and breezy afternoons meandering down cobblestone streets, gazing at architectural wonders. Moonlit evenings strolling by quaint boutiques and cafes, while the sound of local musicians filled the air. We became enamored by old world romance and charm.
With each of our artfully adorned creations, we honor and cherish those experiences, bringing refined perfumes and indulgent home & body products to the discerning. We invite you to indulge in the wonder and beauty that is TOCCA.
Love yourself.",0,0,0,0
305,moisturizers,KOPARI,Love Melt,['28'],"-Organic Coconut Oil: Hydrates for a more comfortable glide.
-Bisabolol: Has anti-irritant, anti-inflammatory, and antimicrobial properties.
-Aloe Vera: Helps soothe and hydrate.

Organic Cocos Nucifera (Coconut) Oil, Natural Flavor, Caprylic/Capric Triglyceride, Carthamus Tinctorius (Safflower) Seed Oil, Bisabolol, Aloe Barbadensis Leaf Extract, Natural Vanilla Planifolia Fruit Extract.",0,0,0,0
306,moisturizers,MILK MAKEUP,Sunshine Oil,['38'],"-Grapefruit and Tangerine Peel Oils: Loaded with vitamins to tone and plump the look of skin.
-Grape Seed Oil and Orange Peel Oil: Packed with anti-inflammatory properties; helps tone and smooth the look of skin.
-Avocado Oil: Hydrates and protects.
-Apricot Kernel Oil and Lemon Peel Oil: Moisturize and revitalize skin.

Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Medica Limonum (Lemon) Peel Oil, Prunus Armeniaca (Apricot) Kernel Oil, Tocopheryl Acetate, Lecithin, Phenoxyethanol, Fragrance.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1
307,moisturizers,LORD JONES,Lord Jones High CBD Formula Chill Balm 200mg CBD,['75'],"-Broad-spectrum CBD: A restorative, soothing adaptogen for all day, every day.
-Cruelty-free Beeswax: Natural skin conditioner retains moisture and gently reduces dryness.
-Organic Oils and Butter (Extra Virgin Olive Oil, Jojoba Oil, and Shea Butter): Infuse skin with nourishing vitamins and fatty acids for a silky, supple skin tone.

Organic Olea Europaea (Olive) Fruit Oil, Organic Beeswax, Organic Butyrospermum Parkii (Shea) Butter, Organic Simomondsia Chinensis (Jojoba) Seed Oil, Broad-Spectrum Hemp-derived CBD Oil, Tocopherol, Fragrance (Parfum).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD. No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",0,0,0,1
308,moisturizers,LAVANILA,Vanilla Bean Creamy Body Oil,['39'],"LAVANILA delivers a new generation of healthy, luxurious fragrance and body care products. Rich in natural and organic ingredients, all products are free from harsh chemicals and clinically proven to be effective, safe, and nourishing. LAVANILA is free of: petrochemicals, phthalates, propylene glycol, mineral oils, silicone, synthetic dyes, synthetic fragrance, sulfates, parabens, aluminum, and chemical sunscreens.",0,0,0,0
309,moisturizers,NAILS INC.,Shine Bright Moisturising & Anti-Aging Hand Mask,['8'],"-Collagen
-Retinol
-Multivitamins

Water, Glycerine, Alcohol Denat., Niacinamide, 1, 2-Hexanediol, PEG-60 Hydrogenated Castor Oil, Carbomer, Tromethamine, Sodium Polyacrylate, Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hydrolyzed Collagen, Ginkgo Biloba Leaf Extract, Disodium, Fragrance, Oryza Sativa (Rice) Bran Extract, Magnesium Ascorbyl Phosphate, Panthenol, Sodium Hyaluronate, Tocopheryl Acetate, Phenoxyethanol, Ceramide, Polysorbate, Retinol.",0,0,0,0
310,moisturizers,CAPRI BLUE,Volcano Dry Oil Spray,['18'],"Isopropyl Myristate, Crambe Abyssinica Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Di-PPG-2 Myreth-10 Adipate, Parfum/Fragrance, Oryza Sativa (Rice) Bran Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Caprylyl Glycol, Benzophenone-1, Benzyl Benzoate, Citral, Geraniol, Limonene, Linalool.",0,0,0,0
311,moisturizers,BY ROSIE JANE,Madie Oil,['40'],"By Rosie Jane is a Los Angeles brand, dedicated to creating products that embody a clean, effortless and authentic lifestyle. Founded by Rosie Jane Johnston, this vibrant red head and mother of 3, has created a collection of perfectly simple fragrances, multi-use beauty products and things you need in your life. Made for easy living with clean ingredients,100% eco-friendly, vegan + cruelty free.",0,0,0,0
312,moisturizers,CAPRI BLUE,Mini Volcano Hand Lotion Cream,['12'],"Water/Aqua/Eau, Cocos Nucifera (Coconut) Oil, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glycerin, Polysorbate 20, Bentonite, Butyrpspermum Parkii (Shea) Butter, Parfum/Fragrance, Xanthum Gum, Phenoxyethanol, Capryl Glycol, Citral Limonene, Geraniol, Linalool.",0,0,0,0
313,moisturizers,INC.REDIBLE,Salve The Day Multi Balm,['12'],"Petrolatum, Cera Alba (Beeswax), Butyrospermum Parkii (Shea) Butter, Isopropyl Myristate, Tocopheryl Acetate, Polysorbate 60, Triticum Vulgare (Wheat) Germ Oil, Butyl Methoxydibenzoylmethane, Caprylyl Glycol, Glycine Soja (Soybean) Oil, Bht, Silica, Parfum (Fragrance), Hexyl Cinnamal, Isopropyl Myristate, Aloe Barbadensis (Aloe Vera) Leaf Extract, Aqua (Water), Linalool, Lactic Acid, Benzyl Alcohol, Ricinus Communis (Castor) Seed Oil, Benzyl Salicylate, Amyl Cinnamal, Ci 19140 (Yellow 5 Lake), Tocopherol, Lactobacillus Ferment Lysate, Ci 15850 (Red 7 Lake), Citric Acid, Sodium Benzoate, Potassium Sorbate.",0,0,0,0
